421,Helsinki Vantaa Airport,HEL,60.31719971,24.9633007
422,Hameenkyro Airport,\N,61.68970108,23.07369995
423,Hanko Airport,\N,59.84889984,23.08359909
424,Hyvinkää Airfield,HYV,60.65439987,24.8810997
425,Kiikala Airport,\N,60.46250153,23.65250015
426,Immola Airport,\N,61.24919891,28.90369987
427,Kitee Airport,KTQ,62.1661,30.073601
428,Ivalo Airport,IVL,68.6072998,27.40530014
429,Joensuu Airport,JOE,62.66289902,29.60750008
430,Jyvaskyla Airport,JYV,62.3995018,25.67830086
431,Kauhava Airport,KAU,63.127102,23.051399
432,Kemi-Tornio Airport,KEM,65.77870178,24.58209991
433,Kajaani Airport,KAJ,64.28549957,27.69239998
434,Kauhajoki Airport,KHJ,62.46250153,22.39310074
435,Kokkola-Pietarsaari Airport,KOK,63.72119904,23.14310074
436,Kemijarvi Airport,\N,66.712898,27.156799
437,Kuusamo Airport,KAO,65.98760223,29.23940086
438,Kittilä Airport,KTT,67.7009964,24.84679985
439,Kuopio Airport,KUO,63.00709915,27.79780006
440,Lahti Vesivehmaa Airport,QLF,61.144199,25.693501
441,Lappeenranta Airport,LPP,61.044601,28.144743
442,Mariehamn Airport,MHQ,60.12220001,19.89819908
443,Menkijarvi Airport,\N,62.94670105,23.51889992
444,Mikkeli Airport,MIK,61.6866,27.201799
445,Nummela Airport,\N,60.33390045,24.29640007
446,Oulu Airport,OUL,64.93009949,25.35460091
447,Piikajarvi Airport,\N,61.24560165,22.19339943
448,Pori Airport,POR,61.46170044,21.79999924
449,Pudasjärvi Airport,\N,65.40219879,26.94689941
450,Pyhäsalmi Airport,\N,63.73189926,25.92630005
451,Raahe Pattijoki Airport,\N,64.68810272,24.69580078
452,Rantasalmi Airport,\N,62.06549835,28.35650063
453,Rovaniemi Airport,RVN,66.56479645,25.83040047
454,Rayskala Airport,\N,60.74470139,24.10779953
455,Savonlinna Airport,SVL,61.94309998,28.94510078
456,Selanpaa Airport,\N,61.06240082,26.7989006
457,Sodankyla Airport,SOT,67.39499664,26.61910057
458,Tampere-Pirkkala Airport,TMP,61.41410065,23.60440063
459,Teisko Airport,\N,61.7733,24.027
460,Turku Airport,TKU,60.51409912,22.26280022
461,Utti Air Base,UTI,60.89640045,26.93840027
462,Vaasa Airport,VAA,63.05070114,21.7621994
463,Varkaus Airport,VRK,62.17110062,27.86860085
464,Ylivieska Airfield,YLI,64.0547222,24.7252778
465,Belfast International Airport,BFS,54.65750122,-6.215829849
466,St Angelo Airport,ENK,54.39889908,-7.651669979
467,George Best Belfast City Airport,BHD,54.61809921,-5.872499943
468,City of Derry Airport,LDY,55.0428009,-7.161109924
469,Birmingham International Airport,BHX,52.45389938,-1.748029947
470,Coventry Airport,CVT,52.36970139,-1.479719996
471,Leicester Airport,\N,52.60779953,-1.031939983
472,Gloucestershire Airport,GLO,51.89419937,-2.167220116
474,Wolverhampton Halfpenny Green Airport,\N,52.51750183,-2.259439945
475,Cotswold Airport,GBA,51.668095,-2.05694
476,Turweston Airport,\N,52.04079819,-1.095559955
477,Wellesbourne Mountford Airport,\N,52.19219971,-1.614439964
478,Manchester Airport,MAN,53.35369873,-2.274950027
479,Manchester Woodford Airport,\N,53.3381,-2.14889
480,Royal Marines Base Chivenor Airport,\N,51.08720016,-4.15034008
